00:10:01,21.44
00:20:01,21.44
00:30:01,21.44
00:40:02,21.44
00:50:02,21.44
01:00:01,21.19
01:10:01,21.06
01:20:01,20.88
01:30:01,20.75
01:40:01,20.50
01:50:01,20.38
02:00:01,20.31
02:10:01,20.12
02:20:01,20.12
02:30:02,20.06
02:40:01,19.94
03:00:01,19.81
03:10:01,19.81
03:20:01,19.69
03:30:01,19.69
03:40:01,19.62
03:50:01,19.56
04:00:01,19.56
04:10:01,19.56
04:20:02,19.56
04:30:01,19.50
04:40:01,19.44
04:50:01,19.44
05:00:02,19.38
05:10:01,19.38
05:20:01,19.25
05:30:01,19.25
05:50:02,19.12
06:00:01,19.12
06:10:01,19.12
06:20:01,19.12
06:30:01,19.12
06:40:01,19.12
06:50:01,19.12
07:00:02,19.12
07:10:01,19.12
07:20:02,19.12
07:30:01,19.12
07:40:02,19.12
07:50:02,19.12
08:00:01,19.12
08:10:01,19.12
08:20:01,19.12
08:40:01,19.12
08:50:01,19.12
09:00:02,19.12
09:10:01,19.12
09:20:01,19.12
09:30:02,19.12
09:40:02,19.12
09:50:01,19.12
10:00:02,19.12
10:10:01,19.38
10:20:01,19.44
10:30:01,19.56
10:40:01,19.56
10:50:01,19.56
11:00:02,19.56
11:10:01,19.62
11:30:01,19.88
11:40:01,19.88
11:50:01,19.94
12:00:01,19.94
12:10:02,19.88
12:20:01,19.81
12:30:01,19.88
12:40:01,19.81
12:50:01,19.81
13:00:02,19.81
13:10:01,20.00
13:20:01,20.00
13:30:01,20.12
13:40:01,20.06
13:50:01,20.06
14:00:01,20.25
14:20:01,20.12
14:30:01,20.12
14:40:02,20.12
14:50:01,20.19
15:00:01,20.25
15:10:02,20.19
15:20:01,20.12
15:30:01,20.12
15:40:01,20.12
15:50:01,20.06
16:00:01,20.06
16:10:01,20.06
16:20:01,20.06
16:30:01,20.06
16:40:01,20.06
16:50:01,20.06
17:10:01,19.94
17:20:02,20.00
17:30:01,19.94
17:40:01,19.88
17:50:01,19.88
18:00:02,19.81
18:10:01,19.81
18:20:01,19.81
18:30:01,19.88
18:40:01,19.88
18:50:01,20.00
19:00:01,20.06
19:10:01,20.06
19:20:01,20.06
19:30:01,20.06
19:40:01,20.06
20:00:01,20.00
20:10:01,20.00
20:20:01,20.00
20:30:01,20.00
20:40:01,20.00
20:50:01,20.00
21:00:01,20.00
21:10:01,19.94
21:20:01,20.00
21:30:01,20.06
21:40:01,20.00
21:50:01,20.00
22:00:01,20.00
22:10:01,20.06
22:20:01,19.81
22:30:01,19.88
22:50:01,19.56
23:00:01,19.56
23:10:01,19.56
23:20:01,19.50
23:30:02,19.50
23:40:01,19.38
